Tên sản phẩm,Mô tả,Từ khóa,Giá,Thương hiệu,Điểm đánh giá,Link ảnh
Áo Thun Porsche Legacy Nam Puma,"Những sản phẩm Porsche Legacy mới này tôn vinh di sản xe thể thao mang tính biểu tượng của thương hiệu, được làm từ cotton cao cấp mềm mại và thoáng khí, với thiết kế vượt thời gian và đường cắt tinh tế. Chiếc áo này mang lại phong cách thanh lịch, sang trọng và thoải mái, lấy cảm hứng từ di sản thể thao và thiết kế hiện đại của Porsche, phù hợp cho cả sử dụng hàng ngày lẫn hoạt động nhẹ nhàng","cotton cao cấp, mềm mại, thoáng khí, thiết kế, vượt thời gian , đường cắt tinh tế, phong cách ,thanh lịch, sang trọng , thoải mái",1400000,Puma,4.7,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/632715/05/mod01/fnd/VNM/fmt/png/%C3%81o-Thun-Porsche-Legacy-Essentials-Nam"
Áo thun nữ Training Concept Puma,"Di chuyển không giới hạn trong áo thể dục Training Concept Tee được làm từ polyester nhẹ và thoáng khí, với công nghệ dryCELL giúp bạn luôn mát mẻ và khô ráo. Kiểu dáng tiện dụng và đường cắt công thái học cho phép chuyển động không bị hạn chế, mang lại trải nghiệm thoải mái tối đa khi tập luyện. Chiếc áo này vừa thời trang, vừa hiệu suất cao cho mọi hoạt động thể dục","áo thun, hiệu suất cao, polyester nhẹ, cotton ,co giãn , Công nghệ dryCELL, thấm hút mồ hôi , Đường cắt công thái học",552500,Puma,4,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/525868/01/fnd/VNM/fmt/png/%C3%81o-thun-n%E1%BB%AF-Training-Concept"
Áo thun nữ Graphic Concept Puma,Đẩy mạnh quá trình tập luyện của bạn với chiếc áo thun hiệu suất cao từ polyester và cotton co giãn này. Công nghệ dryCELL thấm hút mồ hôi giúp bạn luôn khô ráo thoải mái khi tập luyện với cường độ cao. Đường cắt công thái học cho phép cử động thoải mái để bạn có thể nỗ lực hơn và tiến xa hơn. Tự do di chuyển chưa bao giờ mang lại cảm giác tuyệt vời như thế này,"áo thun, hiệu suất cao, polyester, cotton ,co giãn , Công nghệ dryCELL, thấm hút mồ hôi , Đường cắt công thái học",552000,Puma,4.5,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/525863/01/fnd/VNM/fmt/png/%C3%81o-thun-n%E1%BB%AF-Graphic-Concept"
Áo Thun Graphic Magazine Nam Puma,"Bộ sưu tập House of Graphics kết hợp âm nhạc, nghệ thuật và thiết kế để tạo nên những sáng tạo độc đáo. Áo thun và áo hoodie oversize được làm từ cotton mềm mại và thoáng khí, được tô điểm bằng các họa tiết sống động, hòa quyện giữa chất liệu, hình ảnh và thông điệp. Mùa này, chúng tôi lấy cảm hứng từ mọi thứ… và cũng từ những điều không tên, mang lại phong cách năng động và streetwear độc đáo","cotton mềm mại , thoáng khí,  tô điểm,họa tiết sống động, hòa quyện , chất liệu, hình ảnh, thông điệp, Graphics",640000,Puma,4,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/632366/02/mod01/fnd/VNM/fmt/png/%C3%81o-Thun-Graphic-Magazine-Nam"
Áo Thun ALL IN GOOD TIME Nữ Puma,"Bộ sưu tập ALL IN GOOD TIME được thiết kế để mang đến nét quyến rũ và linh hoạt cho áo thun và áo khoác hàng ngày, với chất liệu cotton mềm mại và thoáng khí, kèm những yếu tố vui tươi giúp nâng tầm phong cách của bạn một cách tinh tế. Mỗi món đồ vừa thời trang vừa thoải mái khi mặc cả ngày","cotton mềm mại ,thoáng khí, quyến rũ, linh hoạt",600000,Puma,3.7,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/634798/02/fnd/VNM/fmt/png/%C3%81o-Thun-ALL-IN-GOOD-TIME-N%E1%BB%AF"
Áo Thun Dáng Ôm T7 FENTY x PUMA Nữ,"FENTY x PUMA đã sẵn sàng viết lại luật chơi. Trong lần ra mắt mới nhất này, Rihanna biến những món đồ chủ lực của bóng đá thành những món đồ tuyên ngôn. Chiếc áo khoác và quần dài thể thao được làm từ polyester cao cấp thoáng khí, Avanti LS và dép sỏ Cat Cleat với chất liệu bền chắc và chi tiết sang trọng, mang lại niềm vui, phong cách và thoải mái cho mọi diện mạo. Mỗi món đồ đều mời gọi bạn chơi theo cách của mình","polyester cao cấp, thoáng khí, Avanti LS , Cat Cleat , bền chắc , chi tiết ,sang trọng, niềm vui, phong cách",1400000,Puma,4.2,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/636184/45/mod01/fnd/VNM/fmt/png/%C3%81o-Thun-D%C3%A1ng-%C3%94m-T7-FENTY-x-PUMA-N%E1%BB%AF"
Áo thun nam Scuderia Ferrari Drivers Puma,"Lấy cảm hứng từ phong cách cá nhân của đội lái xe Scuderia Ferrari HP 2025, chiếc áo thun oversize này được làm từ cotton cao cấp mềm mịn và thể hiện tinh thần của phong cách mạnh mẽ và thanh lịch. Với thiết kế oversize và logo khiên chắn bằng silicone, chiếc áo này là một món đồ nổi bật đầy cá tính và thoải mái khi mặc cả ngày","oversize, cotton cao cấp, mềm mịn, silicone, Ferrari, nam",2300000,Puma,3.9,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/713571/01/mod01/fnd/VNM/fmt/png/%C3%81o-thun-nam-Scuderia-Ferrari-Drivers"
Giày Chạy Bộ Velocity NITRO™ 4 Nam,"Mỗi người có cảm giác chạy khác nhau – và đó chính xác là điều bạn nên có. Cho dù bạn đang theo đuổi kỷ lục cá nhân hay chỉ muốn có được cảm giác tốc độ, Velocity 4 đều được thiết kế để di chuyển cùng bạn. Bất kỳ người chạy bộ nào, bất kỳ lúc nào, bất kỳ khoảng cách nào, mẫu giày này đều có thể hỗ trợ, mang lại hiệu quả và vượt qua sự mong đợi. Velocity nhẹ nhất từ trước đến nay của chúng tôi có đế giữa NITROFOAM™ toàn bộ giày, khả năng thoáng khí được cải thiện nhờ lớp lưới mới ở phần thân trên và đế ngoài PUMAGRIP mang lại lực kéo tốt nhất khi chạy.","Velocity, nhẹ nhất,  đế giữa NITROFOAM™ toàn bộ giày, khả năng thoáng khí , lớp lưới mới,phần thân trên , đế ngoài PUMAGRIP, lực kéo tốt nhất ",3700000,Puma,4.3,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/311140/05/sv01/fnd/VNM/fmt/png/Gi%C3%A0y-Ch%E1%BA%A1y-B%E1%BB%99-Velocity-NITRO%E2%84%A2-4-Nam"
Giày chạy bộ Deviate NITRO™ DIGITOKYO dành cho nam,"Deviate 3 là đôi giày chạy siêu nhanh, siêu nhạy được tối ưu hóa cho nhiều kiểu tiếp đất và chuyển động chân khác nhau. Được thiết kế với sự kết hợp hoàn hảo giữa NITROFOAM™ để tối đa hóa khả năng hoàn trả năng lượng và công nghệ PWRPLATE để tạo lực đẩy, Deviate 3 mang đến khả năng đệm tốt nhất đáng để đầu tư cho một chuyến đi mạnh mẽ, nhanh nhẹn và thoải mái ở mọi tốc độ cho bất kỳ ai đam mê chạy. Khám phá tốc độ mà bạn thậm chí không biết mình có – và thúc đẩy bản thân đạt kỷ lục cá nhân mới. Thiết kế táo bạo của phiên bản DIGITOKYO này được lấy cảm hứng từ ánh đèn và kết cấu của Tokyo vào ban đêm.","đế ngoài, NITROFOAM™ Elite nâng cấp,đế PWRPLATE , sợi carbon, thiết kế chính xác , đế cao su PUMAGRIP",3950000,Puma,4.9,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/312367/01/sv01/fnd/VNM/fmt/png/Gi%C3%A0y-ch%E1%BA%A1y-b%E1%BB%99-Deviate-NITRO%E2%84%A2-DIGITOKYO-d%C3%A0nh-cho-nam"
Giày Chạy Bộ Deviate NITRO™ Elite 3 Nam,"Đạt tốc độ cao. Deviate NITRO<0/> Elite 3 là giày chạy bộ được thiết kế lại để giảm trọng lượng, mang lại lực đẩy trong ngày thi đấu. PWRPLATE bằng sợi carbon đảm bảo độ ổn định và hiệu quả tối đa khi chạy, trong khi NITROFOAM™ ELITE mang đến khả năng giảm chấn tối ưu giúp bạn không có cảm giác nặng nề. Đây là loại giày chạy bộ phù hợp, được làm bằng cao su PUMAGRIP có lưới đơn nhẹ và bền, tạo khả năng bám đường trên nhiều bề mặt và chạy dễ dàng.","đế ngoài, NITROFOAM™ Elite nâng cấp,đế PWRPLATE , sợi carbon, thiết kế chính xác , đế cao su PUMAGRIP",5600000,Puma,4.8,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/310554/01/sv01/fnd/VNM/fmt/png/Gi%C3%A0y-ch%E1%BA%A1y-b%E1%BB%99-Deviate-NITRO%E2%84%A2-Elite-3-Nam"
Giày Chạy Bộ FAST-R NITRO™ Elite 3 Nữ,"Một sự thay đổi lớn trong thế giới chạy bộ đường trường, Fast-R NITRO™ Elite 3 sẽ giúp bạn phá vỡ kỷ lục cá nhân của mình từ cự ly 5 km đến marathon. Với đế ngoài NITROFOAM™ Elite nâng cấp, bạn sẽ được trải nghiệm khả năng hoàn năng lượng tối đa, trong khi đế PWRPLATE bằng sợi carbon được thiết kế chính xác mang đến cho bạn đường chạy mạnh mẽ từ vạch xuất phát đến đích. Không có đôi giày chạy nào được coi là hoàn thiện nếu thiếu đế cao su PUMAGRIP, loại đế ngoài cho phép bạn thể hiện tốt nhất trong mọi điều kiện của ngày đua. Mở khóa thành tích cá nhân mới của bạn với Fast-R NITRO™ Elite 3.","đế ngoài, NITROFOAM™ Elite nâng cấp,đế PWRPLATE , sợi carbon, thiết kế chính xác , đế cao su PUMAGRIP",6900000,Puma,4.2,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/312061/01/sv01/fnd/VNM/fmt/png/Gi%C3%A0y-Ch%E1%BA%A1y-B%E1%BB%99-FAST-R-NITRO%E2%84%A2-Elite-3-N%E1%BB%AF"
"Quần tất ngắn nữ PUMA x SAYSKY 7""",dryCELL: Công nghệ hiệu suất được thiết kế để kiểm soát độ ẩm cơ thể và giúp bạn không bị đổ mồ hôi khi tập luyện,"quần tất,ngắn, dryCELL để hút ẩm, chi tiết, ép nhiệt, giảm ma sát",980000,Puma,4.7,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/526837/16/mod01/fnd/VNM/fmt/png/Qu%E1%BA%A7n-t%E1%BA%A5t-ng%E1%BA%AFn-n%E1%BB%AF-PUMA-x-SAYSKY-7"
Áo Croptop Chạy Bộ Nữ PUMA x SAYSKY,"Giải phóng năng lượng của bạn với chiếc áo hở eo năng động này. Được thiết kế với chất liệu dryCELL để hút ẩm và các chi tiết may ép nhiệt giảm ma sát, đây là sự kết hợp hoàn hảo giữa hiệu suất và phong cách. Cảm giác tự tin và không chùn bước cùng PUMA.","áo, hở eo, dryCELL để hút ẩm, chi tiết, ép nhiệt, giảm ma sát",980000,Puma,4.7,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/526839/46/mod01/fnd/VNM/fmt/png/%C3%81o-Croptop-Ch%E1%BA%A1y-B%E1%BB%99-N%E1%BB%AF-PUMA-x-SAYSKY"
Giày Chạy Bộ FAST-R NITRO™ Elite 3 Nam,"Một sự thay đổi lớn trong thế giới chạy bộ đường trường, Fast-R NITRO™ Elite 3 sẽ giúp bạn phá vỡ kỷ lục cá nhân của mình từ cự ly 5 km đến marathon. Với đế ngoài NITROFOAM™ Elite nâng cấp, bạn sẽ được trải nghiệm khả năng hoàn năng lượng tối đa, trong khi đế PWRPLATE bằng sợi carbon được thiết kế chính xác mang đến cho bạn đường chạy mạnh mẽ từ vạch xuất phát đến đích. Không có đôi giày chạy nào được coi là hoàn thiện nếu thiếu đế cao su PUMAGRIP, loại đế ngoài cho phép bạn thể hiện tốt nhất trong mọi điều kiện của ngày đua. Mở khóa thành tích cá nhân mới của bạn với Fast-R NITRO™ Elite 3.","đế ngoài, NITROFOAM™ Elite nâng cấp,đế PWRPLATE , sợi carbon, thiết kế chính xác , đế cao su PUMAGRIP",6900000,Puma,4.8,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/312060/03/sv01/fnd/VNM/fmt/png/Gi%C3%A0y-Ch%E1%BA%A1y-B%E1%BB%99-FAST-R-NITRO%E2%84%A2-Elite-3-Nam"
Quần short chạy bộ nam 2 trong 1 VELOCITY,"Sải bước với quần short chạy bộ mới nhất của PUMA. Thiết kế đường cắt công thái học cho chuyển động tự do thoải mái, túi đựng điện thoại và công nghệ dryCELL giúp bạn luôn khô ráo. Lưng quần có thể điều chỉnh đảm bảo vừa vặn hoàn hảo cho mọi lần chạy.","công thái học, thoải mái, công nghệ dryCELL, lưng quần có điều chỉnh",850000,Puma,4.5,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/526611/01/mod01/fnd/VNM/fmt/png/Qu%E1%BA%A7n-short-ch%E1%BA%A1y-b%E1%BB%99-nam-2-trong-1-VELOCITY"
Áo King Jersey PUMA x REPRESENT Nam,"Ra đời từ sự giao thoa giữa thể thao và đường phố, sự kết hợp này mang năng lượng bóng đá đặc trưng vào trang phục hàng ngày. Cho dù bạn đang theo dõi trận đấu hay thu hút sự chú ý, King Jersey không chỉ xuất hiện mà còn thu hút sự chú ý. Với kiểu dáng thoải mái, công nghệ chống mồ hôi và “chất” Represent trọn vẹn, sản phẩm này dành cho những người sống theo văn hóa đó, chứ không chỉ đơn thuần là chạy theo.","chống mồ hôi, Represent, thấm hút, cotton",2300000,Puma,4.2,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/633784/31/mod01/fnd/VNM/fmt/png/%C3%81o-King-Jersey-PUMA-x-REPRESENT-Nam"
Áo Khoác Đệm Lót Nhẹ PUMA x KIDSUPER Nam,"Sự hợp tác PUMA x KIDSUPER mùa này là sự kết hợp của nghệ thuật và thể thao. Bộ sưu tập này là sự pha trộn giữa hình bóng thể thao cổ điển và họa tiết nghệ thuật hiện đại. Hãy tìm kiếm những chiếc áo thủ môn cổ điển, áo khoác phao có đường khâu tinh xảo và áo đấu được trang trí bằng họa tiết màu nước.","thể thao, nghệ thuật, áo khoác, phao, đường khâu tinh xảo, màu nước",6300000,Puma,4.1,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/633054/16/mod01/fnd/VNM/fmt/png/%C3%81o-Kho%C3%A1c-%C4%90%E1%BB%87m-L%C3%B3t-Nh%E1%BA%B9-PUMA-x-KIDSUPER-Nam"
Quần Dài Nam A$AP ROCKY x PUMA Có Đệm Đầu Gối,"A$AP ROCKY x PUMA đã trở lại với nhiều sản phẩm mới hơn, kết hợp giữa đồ dạo phố, thời trang và xe thể thao. Được thiết kế dành cho đường phố, chất liệu cotton rộng rãi, logo hình con báo và nhãn hiệu dải trang trí Puma tạo nên sự nổi bật. Dây đai điều chỉnh ôm sát giúp bạn cố định và sẵn sàng tăng tốc.","logo con báo, cotton, dây đai, điều chỉnh, dạo phố, thời trang, đua xe",6500000,Puma,3.7,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/631006/01/mod01/fnd/VNM/fmt/png/Qu%E1%BA%A7n-D%C3%A0i-Nam-A$AP-ROCKY-x-PUMA-C%C3%B3-%C4%90%E1%BB%87m-%C4%90%E1%BA%A7u-G%E1%BB%91i"
Quần Short Jeans Nam PUMA x A$AP ROCKY,"A$AP ROCKY x PUMA đã trở lại với nhiều sản phẩm mới hơn, kết hợp giữa đồ dạo phố, thời trang và xe thể thao. Đưa phong cách đường phố lên một tầm cao mới với chiếc quần short denim rộng thùng PUMA XA$AP ROCKY này. Những chiếc quần short cotton phong cách distressed này có túi bên để đựng đồ đạc của bạn và logo PUMA đậm ở mặt trước để tạo điểm nhấn. Chuyển số tốc độ với A$AP ROCKY x PUMA.","quần short, denim, cotton, phong cách, PUMA, ROCKY",5500000,Puma,3.8,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/631066/01/mod01/fnd/VNM/fmt/png/Qu%E1%BA%A7n-Short-Jeans-Nam-PUMA-x-A$AP-ROCKY"
Giày thể thao King Indoor Unisex,"Kết nối quá khứ, vươn tới tương lai. Giày thể thao trong nhà PUMA King kết hợp di sản bóng đá huyền thoại của chúng tôi với phong cách đường phố hiện đại. Chất liệu da cao cấp, lưỡi giày gập có thể tháo rời và các chi tiết mang đậm phong cách retro đảm bảo bạn luôn nổi bật trong từng bước chân.","da cao cấp, lưỡi giày gập, tháo rời, retro, King",3000000,Puma,4.3,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/401180/01/sv01/fnd/VNM/fmt/png/Gi%C3%A0y-th%E1%BB%83-thao-unisex-King-Indoor-PUMA-x-KIDSUPER"
Giày thể thao unisex Indoor phong cách bụi bặm PUMA x KIDSUPER,"Những thiết kế lần này mang đậm tinh thần tinh nghịch và phá cách của Colm Dillane, với đồ họa lấy cảm hứng từ nét chữ tay và nghệ thuật sống động, đầy màu sắc. Lấy cảm hứng từ thế giới bóng đá, BST mang đến diện mạo mới cho dòng sneaker King Indoor, cùng với áo jersey, quần short và quần dài thể thao. Trong BST này, đôi sneaker sở hữu thiết kế kết hợp giữa chất liệu da lộn và vải in họa tiết, đi cùng dây buộc phẳng cho phong cách cá tính, độc đáo.","sneaker, da lộn, vải in họa tiết, dây buộc phẳng, cá tính, độc đáo",2240000,Puma,4.1,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/402378/01/sv01/fnd/VNM/fmt/png/Gi%C3%A0y-th%E1%BB%83-thao-unisex-Indoor-phong-c%C3%A1ch-b%E1%BB%A5i-b%E1%BA%B7m-PUMA-x-KIDSUPER"
Giày thể thao phong cách cổ điển Palermo Unisex,"Ngay từ kho của chúng tôi, đó chính là PUMA Palermo. Đôi giày terrace cổ điển này ra mắt vào những năm 80 và bây giờ chúng tôi đã mang nó trở lại cho người hâm mộ. Với cấu trúc mũi chữ T đặc trưng và đế cao su cổ điển, phiên bản này có lớp phủ bằng vải và da lộn.","mũi chữ T, đế cao su, vải, da lộn, thể thao, cổ điển,  Palermo Unisex",2500000,Puma,3.8,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/396841/04/sv01/fnd/VNM/fmt/png/Gi%C3%A0y-th%E1%BB%83-thao-phong-c%C3%A1ch-c%E1%BB%95-%C4%91i%E1%BB%83n-Palermo-Unisex"
Giày Thể Thao Mostro OG Unisex,"Mostro không dành cho số đông. Suốt hơn hai thập kỷ, đôi giày này được mang bởi những người phá vỡ giới hạn và không tuân theo chuẩn mực thông thường. Lấy tên từ tiếng Ý có nghĩa là “quái vật”, Mostro là một thiết kế lai độc đáo, lấy cảm hứng từ hai thế giới tưởng chừng trái ngược: giày chạy nước rút thanh mảnh của những năm 60 và giày lướt sóng của thập niên 80. Cho đến hôm nay, Mostro vẫn thu hút mọi ánh nhìn với thiết kế điêu khắc độc đáo, dáng giày thấp gọn và phần đế gai đầy tính tiên phong.","không theo chuẩn mực, thập niên 80, giày thấp gọn, đế gai, chạy nước rút, lướt sóng",3200000,Puma,4 .3,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/397330/08/sv01/fnd/VNM/fmt/png/Gi%C3%A0y-Th%E1%BB%83-Thao-Mostro-OG-Unisex"
Giày Thể Thao Mostro Perforated Unisex,"Lấy cảm hứng từ từ ""quái vật"" trong tiếng Ý, Mostro là một sự kết hợp độc đáo giữa hai thế giới tưởng chừng đối lập: những đôi giày chạy nước rút sắc nét của thập niên 60 và giày lướt sóng của thập niên 80. Đến nay, Mostro vẫn giữ nguyên sức hút với thiết kế điêu khắc đầy nghệ thuật, dáng giày ôm sát và phần đế gai mang phong cách tiên phong.","Mostro Perforated Unisex, giày, lướt sóng, ôm sát, đế gai, thập niên 80",3200000,Puma,4.2,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/397331/01/sv01/fnd/VNM/fmt/png/Gi%C3%A0y-Th%E1%BB%83-Thao-Mostro-Perforated-Unisex"
Giày Thể Thao Ur Mostro Communication Unisex,"Lấy cảm hứng từ từ tiếng Ý có nghĩa là ""quái vật"", Mostro ban đầu được thiết kế dựa trên hai mẫu giày thể thao – gai chạy nước rút từ năm 1968 và giày lướt sóng từ thập niên 80. Dành cho những ai dám khác biệt, phiên bản mới nhất này mang tên ""Ur"", dựa theo tiền tố tiếng Đức có nghĩa là nguyên bản hoặc cổ điển. Phiên bản này có diện mạo mạnh mẽ hơn với gai dài hơn và phần upper lưới thoáng khí.","gai dài, lưới, thoáng khí, chạy nước rút, Ur Mostro Communication Unisex",3700000,Puma,3.6,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/401719/02/sv01/fnd/VNM/fmt/png/Gi%C3%A0y-Th%E1%BB%83-Thao-Ur-Mostro-Communication-Unisex"
Giày Mostro Fey PRM Unisex,"thiết kế này ban đầu được kết hợp từ hai mẫu giày thể thao – một đôi giày chạy nước rút từ năm 1968 và một đôi giày lướt sóng của thập niên 80. Với Mostro Fey, chúng tôi kết hợp thiết kế đặc trưng, ​​táo bạo của dòng này với kiểu dáng Mary Jane tinh tế để tạo nên diện mạo hoàn toàn mới nhưng vấn đậm chất PUMA.","thập niên 90, Mary Jane, tinh tế, PUMA, thể thao",1890000,Puma,3.4,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/401062/01/sv01/fnd/VNM/fmt/png/Gi%C3%A0y-Mostro-Fey-PRM-Unisex"
Túi PUMA x SAN SAN GEAR 69L,"Sự hợp tác mới của họ cùng PUMA lấy cảm hứng từ văn hóa đường phố sôi động của Hàn Quốc, đặc biệt là những người giao hàng nhộn nhịp suốt buổi tối. PUMA x SAN SAN GEAR mang đến phong cách tiện dụng, đường cắt hiện đại và chất liệu công nghệ cao – cùng với phiên bản tái hiện mới mẻ của Y2K PUMA Talon. Kết quả là truyền tải sức sống hoang dã và năng lượng tự do của SAN SAN GEAR vào vẻ ngoài bắt mắt của những ai đam mê chuyển động.","đường phố, túi, PUMA, Y2K, SAN SAN GEAR, đường cắt hiện đại, công nghệ cao",4500000,Puma,3.7,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/091820/01/fnd/VNM/fmt/png/T%C3%BAi-PUMA-x-SAN-SAN-GEAR-69L"
Túi Đeo Hông PUMA x SONIC THE HEDGEDOG,"Lấy cảm hứng từ loạt game mang tính biểu tượng và tốc độ của môn thể thao đua xe, PUMA x SONIC THE HEDGEHOG có sự góp mặt của Sonic, Tails và Shadow. Bộ sưu tập chứa đầy những vật biểu tượng như móc giày Gold Ring và dây kéo Chaos Emerald.","xách tay, có đệm, điều chỉnh, PUMA, nguyên bản, SONIC",1600000,Puma,3.8,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/091816/01/fnd/VNM/fmt/png/T%C3%BAi-%C4%90eo-H%C3%B4ng-PUMA-x-SONIC-THE-HEDGEDOG"
Túi Xách Cầm Tay Có Ngăn FENTY x PUMA,"Trong lần ra mắt mới nhất này, Rihanna biến những món đồ chủ lực của bóng đá thành những món đồ tuyên ngôn, mang lại niềm vui và phong cách cho mọi diện mạo. Từ áo khoác và quần dài thể thao đến Avanti LS và dép xỏ Cat Cleat, mỗi món đồ đều được chế tác với các chi tiết sang trọng, mời gọi bạn chơi theo cách của mình.","xách tay, có đệm, điều chỉnh, PUMA, nguyên bản, Rihanna, FENTY",11800000,Puma,4.8,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/092562/01/fnd/VNM/fmt/png/T%C3%BAi-X%C3%A1ch-C%E1%BA%A7m-Tay-C%C3%B3-Ng%C4%83n-FENTY-x-PUMA"
Túi Archive Grip,"Với ngăn đựng máy tính xách tay có đệm, dây đeo vai điều chỉnh và túi khóa kéo bên trong, chiếc túi này hoàn hảo cho những chuyến phiêu lưu hàng ngày của bạn. Tự hào khoe sắc màu PUMA với logo nổi bật và thiết kế nguyên bản. Sẵn sàng cho mọi thử thách.","xách tay, có đệm, điều chỉnh, PUMA, nguyên bản",1610000,Puma,4.6,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/091136/02/fnd/VNM/fmt/png/T%C3%BAi-Archive-Grip"
Túi thắt lưng đua xe Scuderia Ferrari,"Thể hiện tinh thần tốc độ bên trong bạn với chiếc túi đeo hông hiện đại này. Với thiết kế đẹp mắt, ngăn chính có khóa kéo hai chiều và nhiều túi, đây là lựa chọn hoàn hảo khi di chuyển. Tỏa sáng với huy hiệu Ferrari cao cấp và logo báo PUMA để tăng thêm tinh thần tốc độ.","khóa hai chiểu, nhiều túi, Ferrari cao cấp, PUMA, túi đeo hông",700000,Puma,4.5,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/091261/01/fnd/VNM/fmt/png/T%C3%BAi-th%E1%BA%AFt-l%C6%B0ng-%C4%91ua-xe-Scuderia-Ferrari"
"Túi Đựng Đồ Tập Luyện Essentials 28,5L","Đóng gói những vật dụng cần thiết và đến buổi tập luyện của bạn với chiếc túi thùng đa năng này. Có khóa kéo hai chiều, dây đeo vai có thể điều chỉnh và các ngăn thông minh để đựng mọi thứ lặt vặt của bạn. Cấu trúc bền bỉ của nó sẵn sàng cho mọi cuộc phiêu lưu. Hoàn thiện bằng logo Báo PUMA đậm nét để có thêm năng lượng."," khóa kéo hai chiều, dây đeo vai, điều chỉnh,ngăn thông minh, tập luyện, 28,5L",1100000,Puma,4.1,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/091849/01/fnd/VNM/fmt/png/T%C3%BAi-%C4%90%E1%BB%B1ng-%C4%90%E1%BB%93-T%E1%BA%ADp-Luy%E1%BB%87n-Essentials-28,5L"
Túi xách PUMA Buzz,"Sắp xếp đồ dùng cho một ngày thật dễ dàng. Chiếc ba lô PUMA này sở hữu ngăn chính có khóa kéo, dây đeo vai điều chỉnh và quai xách tiện lợi. Hoàn hảo để giữ đồ dùng an toàn và dễ lấy, đồng thời thể hiện phong cách PUMA vượt thời gian.","Balo, PUMA,  ngăn chính, khóa kéo, dây đeo vai điều chỉnh,quai xách ",400000,Puma,3.8,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/091155/01/fnd/VNM/fmt/png/T%C3%BAi-x%C3%A1ch-PUMA-Buzz"
Túi PUMA x ROSÉ Micro Grip,"Bắt nguồn từ phong cách riêng biệt của siêu sao nhạc pop, bộ sưu tập kết hợp trang phục đường phố cổ điển với phong cách câu lạc bộ đồng quê cao cấp và những điểm nhấn cá nhân. Giống như một bông hồng luôn nở rộ, bộ sưu tập này mời gọi mọi người lột bỏ mọi lớp mặt nạ, khám phá phong cách cá nhân và thể hiện con người thật của mình. Thân ái, Rosé.","nhạc pop, cổ điển, đường phố, túi , PUMA x ROSÉ Micro Grip",1800000,Puma,3.7,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/091927/01/fnd/VNM/fmt/png/T%C3%BAi-PUMA-x-ROS%C3%89-Micro-Grip"
